Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access
BD,Dr. Dan's Alternative Fuels Werks,912 NW 50th St,"For more information, visit https://drdansbiodiesel.com.",Seattle,WA,98107,,206-783-5728,E,,Public,24 hours daily,A Cash Checks D M V,B99,,,,,,,,,200-9,47.66525,-122.369311,6/14/2022,21113,2022-06-14 16:22:30 UTC,P,,,5/15/2001,,,,,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,FALSE
BD,Pictured Rocks National Lakeshore - South,E 9758 County Highway 958,,Munising,MI,49862,,,E,,Private - Government only,,,B20,,,,,,,,,GPS,46.42113,-86.610718,7/12/2022,21767,2022-07-12 20:31:42 UTC,FG,16,Department of the Interior,12/15/2002,,,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DOI,NATL_PARK,,,,,,,,,,,,,,,,,
BD,Currituck County - North Carolina DOT,NC-1246,"On Prison Camp Road, 1 mile north of Highway 158",Maple,NC,27956,,,E,,Private - Government only,,,B20,,,,,,,,,GPS,36.400683,-76.019153,4/6/2022,21779,2022-04-06 14:08:04 UTC,SG,,,1/15/2003,,,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,STATE_GOV,,,,,,,,,,,,,,,,,
BD,Person County - North Carolina DOT,517 Leasburg Rd,"North of US 157 and NC 49, west of Roxboro",Roxboro,NC,27574,,,E,,Private - Government only,,,B20,,,,,,,,,200-8,36.39162,-78.996949,4/6/2022,21780,2022-04-06 14:08:04 UTC,SG,,,1/15/2003,,,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,STATE_GOV,,,,,,,,,,,,,,,,,
BD,Durham County - North Carolina DOT,3910 Guess Rd,"Prison Camp Road off State Route 1003, 2 miles N of I-85",Durham,NC,27705,,,E,,Private - Government only,,,B20,,,,,,,,,200-8,36.06297,-78.930276,4/6/2022,21781,2022-04-06 14:08:04 UTC,SG,,,1/15/2003,,,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,STATE_GOV,,,,,,,,,,,,,,,,,
BD,Granville County - North Carolina DOT,5677 Cornwall Rd,,Oxford,NC,27565,,,E,,Private - Government only,,,B20,,,,,,,,,200-8,36.329714,-78.631536,4/6/2022,21782,2022-04-06 14:08:04 UTC,SG,,,1/15/2003,,,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,STATE_GOV,,,,,,,,,,,,,,,,,
BD,Franklin County - North Carolina DOT,NC 39 Highway S,"1 mile south of Bunn, next to Prison Camp",Bunn,NC,27508,,,E,,Private - Government only,,,B20,,,,,,,,,GPS,35.942469,-78.250178,4/6/2022,21783,2022-04-06 14:08:04 UTC,SG,,,1/15/2003,,,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,STATE_GOV,,,,,,,,,,,,,,,,,
BD,Vance County - North Carolina DOT,465 Gillburg Rd,"On State Route 1519 just off NC 39, 4 miles south of Henderson",Henderson,NC,27537,,,E,,Private - Government only,,,B20,,,,,,,,,200-8,36.269917,-78.369648,4/6/2022,21784,2022-04-06 14:08:04 UTC,SG,,,1/15/2003,,,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,STATE_GOV,,,,,,,,,,,,,,,,,
BD,Warren County - North Carolina DOT,State Route 1001,0.5 mile west of Warrenton,Warrenton,NC,27589,,,E,,Private - Government only,,,B20,,,,,,,,,GPS,36.395211,-78.173533,4/6/2022,21785,2022-04-06 14:08:04 UTC,SG,,,1/15/2003,,,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,STATE_GOV,,,,,,,,,,,,,,,,,
BD,Wake County Method Shop - North Carolina DOT,1301 Blue Ridge Rd,Corner of Trinity Road and Blue Ridge Road,Raleigh,NC,27607,,,E,,Private - Government only,,,B20,,,,,,,,,200-9,35.799735,-78.708496,4/6/2022,21854,2022-04-06 14:08:04 UTC,SG,,,2/15/2003,,,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,STATE_GOV,,,,,,,,,,,,,,,,,
BD,Guilford County - North Carolina DOT,Sandy Camp Rd,"Exit 208 off I-40 W, left at exit, after 3 miles turn left",High Point,NC,27265,,,E,,Private - Government only,,,B20,,,,,,,,,GPS,36.069003,-80.001533,4/6/2022,21855,2022-04-06 14:08:04 UTC,SG,,,2/15/2003,,,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,STATE_GOV,,,,,,,,,,,,,,,,,
BD,Cabarrus County - North Carolina DOT,State Route 2604,On Dutch Road 0.25 mile north of Mount Pleasant,Mt. Pleasant,NC,28124,,,E,,Private - Government only,,,B20,,,,,,,,,GPS,35.399172,-80.41315,4/6/2022,21856,2022-04-06 14:08:04 UTC,SG,,,2/15/2003,,,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,STATE_GOV,,,,,,,,,,,,,,,,,
BD,Gaston County - North Carolina DOT,1301 Dallas Cherryville Hwy,1 mile west of Dallas off NC 275,Dallas,NC,28034,,,E,,Private - Government only,,,B20,,,,,,,,,200-8,35.31546,-81.1965,4/6/2022,21857,2022-04-06 14:08:04 UTC,SG,,,2/15/2003,,,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,STATE_GOV,,,,,,,,,,,,,,,,,
BD,Lincoln County - North Carolina DOT,499 Prison Camp Rd,"Off NC 27/150, behind Lowe's Home Improvement. 2 miles east of Lincolnton.",Lincolnton,NC,28092,,,E,,Private - Government only,,,B20,,,,,,,,,GPS,35.484206,-81.2362,4/6/2022,21858,2022-04-06 14:08:04 UTC,SG,,,2/15/2003,,,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,STATE_GOV,,,,,,,,,,,,,,,,,
BD,Alexander County - North Carolina DOT,2370 Highway 90 E,2 miles east of Taylorsville,Taylorsville,NC,28681,,,E,,Private - Government only,,,B20,,,,,,,,,200-9,35.91343,-81.136799,4/6/2022,21859,2022-04-06 14:08:04 UTC,SG,,,2/15/2003,,,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,STATE_GOV,,,,,,,,,,,,,,,,,
BD,Catawba County - North Carolina DOT,1302 Prison Camp Rd,"At intersection of US 321 and State Route 1883, 3.5 miles south of Newton",Newton,NC,28658,,,E,,Private - Government only,,,B20,,,,,,,,,200-8,35.616929,-81.208893,4/6/2022,21860,2022-04-06 14:08:04 UTC,SG,,,2/15/2003,,,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,STATE_GOV,,,,,,,,,,,,,,,,,
BD,Forsyth County - North Carolina DOT,399 Craft Dr,"State Route 1725, 2 miles from downtown. Cherry St Exit, north on Cherry St, right onto Craft Dr, facility on right",Winston-Salem,NC,27105,,,E,,Private - Government only,,,B20,,,,,,,,,GPS,36.1438541,-80.2642881,4/6/2022,21861,2022-04-06 14:08:04 UTC,SG,,,2/15/2003,,,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,STATE_GOV,,,,,,,,,,,,,,,,,
BD,Union County - North Carolina DOT,US-74,,Monroe,NC,28112,,,E,,Private - Government only,,,B20,,,,,,,,,GPS,34.981981,-80.523778,4/6/2022,21862,2022-04-06 14:08:04 UTC,SG,,,2/15/2003,,,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,STATE_GOV,,,,,,,,,,,,,,,,,
BD,Mecklenburg County - North Carolina DOT,6820 Rozzelles Ferry Rd,,Charlotte,NC,28214,,,E,,Private - Government only,,,B20,,,,,,,,,200-9,35.284025,-80.921187,4/6/2022,21863,2022-04-06 14:08:04 UTC,SG,,,2/15/2003,,,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,STATE_GOV,,,,,,,,,,,,,,,,,
BD,Cleveland County - North Carolina DOT,254 Kemper Rd,"Off US 74 BUS, 3 miles east of Shelby",Shelby,NC,28152,,,E,,Private - Government only,,,B20,,,,,,,,,200-8,35.283409,-81.484649,4/6/2022,21864,2022-04-06 14:08:04 UTC,SG,,,2/15/2003,,,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,STATE_GOV,,,,,,,,,,,,,,,,,
BD,Iredell County - North Carolina DOT,124 Prison Camp Rd,"At intersection of US 21 and State Route 2233, 4.5 miles north of Statesville",Statesville,NC,28625,,,E,,Private - Government only,,,B20,,,,,,,,,200-9,35.85536,-80.848301,4/6/2022,21865,2022-04-06 14:08:04 UTC,SG,,,2/15/2003,,,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,STATE_GOV,,,,,,,,,,,,,,,,,
BD,University of Michigan,1213 Kipke Dr,At Stadium,Ann Arbor,MI,48109,,,E,,Private,,,"B20 in summer, B5 in winter",,,,,,,,,GPS,42.266439,-83.745825,6/14/2022,21877,2022-06-14 16:22:30 UTC,SG,,,1/1/1995,,,,,,US,,,,Privé,,private,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,
BD,University of Michigan,3256 Baxter Rd,Near Baxter and Huron Parkway,Ann Arbor,MI,48109,,,T,7/1/2022,TEMPORARILY UNAVAILABLE (Private),,,"B20 in summer, B5 in winter",,,,,,,,,200-8,42.297773,-83.693761,6/14/2022,21878,2022-06-14 16:22:30 UTC,SG,,,1/1/1995,,,,,,US,,,,TEMPORAIREMENT SUSPENDU (Privé),,private,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,
BD,City of Keene,330 Marlboro Rd,"0.5 mile north of 101, Optical Avenue to Marlboro Street, left to Bartholomew Court on right",Keene,NH,3431,,,E,,Private - Government only,24 hours daily,,B20,,,,,,,,,200-8,42.920524,-72.260489,9/14/2022,21886,2022-09-14 15:49:44 UTC,LG,,,6/15/2002,,,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,MUNI_GOV,,,,,,,,,,,,,,,,,
BD,Pearson Fuels Depot,4067 El Cajon Blvd,Corner of 15 Freeway and El Cajon Boulevard,San Diego,CA,92105,,619-243-0456  888-998-2546,E,,Public - Credit card after hours,"6am-10pm M-F, 7am-10pm Sat-Sun",A Cash CFN D M V Voyager Wright_Exp,B20,,,,,,,,,200-9,32.754335,-117.107501,8/10/2022,22615,2022-08-10 13:32:10 UTC,P,,,8/15/2003,,,,,,US,,,,Public - Carte de crédit après les heures d'ouverture,,public,CREDIT_CARD_AFTER_HOURS,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,FALSE
BD,Shoco Oil,5135 E 74th Ave,,Commerce City,CO,80022,,303-289-1677,E,,Public - Credit card after hours,"6am-6pm M-F, 7am-12pm Sat",Cash M V,"B99, B20",,,,,,,,,200-9,39.832768,-104.927427,1/10/2022,23766,2022-10-12 20:38:04 UTC,P,,,11/15/2003,,,,,,US,,,,Public - Carte de crédit après les heures d'ouverture,,public,CREDIT_CARD_AFTER_HOURS,,STANDALONE_STATION,,,,,,,,,,,,,,,,,FALSE
BD,Island Supply - Mead Biofuel,21 W Beach Rd,Orcas Island,Eastsound,WA,98245,,360-376-4200,T,12/7/2022,TEMPORARILY UNAVAILABLE (Public - Call ahead),"7:30am-5:30pm M-F, 8:30am-5:30pm Sat",Cash D M V,B99,,,,,,,,,200-9,48.677753,-122.939944,6/14/2022,25140,2022-06-14 16:22:30 UTC,P,,,4/21/2004,,,,,,US,,,,TEMPORAIREMENT SUSPENDU (Public - Appeler à l'avance),,public,CALL,,HARDWARE_STORE,,,,,,,,,,,,,,,,,TRUE
BD,Travis Air Force Base,611 Collins Dr,,Fairfield,CA,94535,,,E,,Private - Government only,Also accepts paying arrangement made with station manager,Wright_Exp,B20,,,,,,,,,200-8,38.278146,-121.930245,7/12/2022,25374,2022-07-12 20:31:42 UTC,FG,5,Department of Air Force,8/15/2003,,,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DAF,MIL_BASE,,,,,,,,,,,,,,,,,
BD,Peterson Air Force Base,1143 Otis St,,Colorado Springs,CO,80914,,,E,,Private - Government only,Also accepts paying arrangement made with station manager,Wright_Exp,B20,,,,,,,,,GPS,38.828151,-104.707111,7/12/2022,25475,2022-07-12 20:31:42 UTC,FG,5,Department of Air Force,6/15/2004,,,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DAF,MIL_BASE,,,,,,,,,,,,,,,,,
BD,Jay's Garage,734 SE 7th Ave,7th and Morrison,Portland,OR,97214,,503-239-5167,E,,Public,"7am-7pm M-F, 8am-6pm Sat-Sun",A Cash Checks D M V Voyager Wright_Exp,"B99 in summer, B50 in winter",,,,,,,,,200-9,45.51746,-122.658364,5/5/2022,25565,2022-05-05 20:22:04 UTC,P,,,2/15/2006,,,,,,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,FALSE
BD,Mecklenburg County - North Carolina DOT,12033-A E Independence Blvd,Near I-485,Matthews,NC,28105,,,E,,Private - Government only,,,B20,,,,,,,,,200-8,35.108761,-80.686978,4/6/2022,25594,2022-04-06 14:08:04 UTC,SG,,,7/15/2004,,,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,STATE_GOV,,,,,,,,,,,,,,,,,
BD,Dal Soglio Sinclair,7398 S 700 W,"I-15 exit at 7200 S, west to first stop light then left (south) two blocks to Sinclair station on right side of road",Midvale,UT,84047,,801-255-9221,E,,Public - Credit card after hours,"5am-7pm M-Sat; B100 available only during store hours in summer, B20 available at all times with credit card",A Cash D M V Wright_Exp,"B100 in summer, no BD in the winter",,,,,,,,,200-9,40.616504,-111.911608,5/5/2022,25789,2022-05-05 20:22:04 UTC,P,,,2/15/2020,,,,,,US,,,,Public - Carte de crédit après les heures d'ouverture,,public,CREDIT_CARD_AFTER_HOURS,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,FALSE
BD,Western States Petroleum,450 S 15th Ave,"1.5 blocks south on 15th Avenue from Jefferson Street, between the railroad tracks",Phoenix,AZ,85007,,602-252-4011,E,,Public - Credit card after hours,6am-4pm M-F,A Cash D M V,"B99, B20",,,,,,,,,200-9,33.443116,-112.092402,8/10/2022,25902,2022-08-10 13:32:10 UTC,P,,,1/15/2003,,,,,,US,,,,Public - Carte de crédit après les heures d'ouverture,,public,CREDIT_CARD_AFTER_HOURS,,FUEL_RESELLER,,,,,,,,,,,,,,,,,FALSE
BD,Glenn Research Center,5577 Taylor Rd,,Cleveland,OH,44135,,,E,,Private - Government only,Also accessible through chip keys,Proprietor Wright_Exp,B20,,,,,,,,,200-8,41.412789,-81.864656,7/12/2022,26646,2022-07-12 20:31:42 UTC,FG,22,National Aeronautics and Space Administration,3/15/2005,,,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,NASA,RESEARCH_FACILITY,,,,,,,,,,,,,,,,,
BD,South Carolina Department of Transportation - Aiken,1931 University Pkwy,,Aiken,SC,29801,,,E,,Private - Government only,6am-10pm daily,Wright_Exp,"B20, B5",,,,,,,,,200-8,33.583131,-81.726645,9/14/2022,27141,2022-09-14 15:49:44 UTC,SG,,,6/15/2005,,,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,STATE_GOV,,,,,,,,,,,,,,,,,
BD,South Carolina Department of Transportation - Orangeburg,1768 Charleston Hwy,,Orangeburg,SC,29115,,,E,,Private - Government only,,Wright_Exp,"B20, B5",,,,,,,,,GPS,33.470536,-80.846694,9/14/2022,27145,2022-09-14 15:49:44 UTC,SG,,,6/15/2005,,,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,STATE_GOV,,,,,,,,,,,,,,,,,
